word,association_score,lr_semantic,left_freq,right_freq,total_freq,lr_self_mean_left,lr_self_mean_right,lr_self_mean_weighted,lr_self_mean,eng_word_transl
engmaschiges,-0.980299282209098,left,1,0,1,5,NA,NA,5,tight-knit
heimatgefühl,-0.9802794494484138,left,1,0,1,NA,NA,NA,NA,feeling of home
lenkend,-0.98021848857339,left,1,0,1,2,NA,NA,2,steering
menschenrechtorientiert,-0.980212228675475,left,1,0,1,4,NA,NA,4,human rights-oriented
staatsauflösend,-0.980209771519284,left,1,0,1,7,NA,NA,7,state-dissolving
anspruchdenken,-0.980209361993252,left,1,0,1,9,NA,NA,9,demanding mentality
trend,-0.9801925129222284,left,1,0,1,7,NA,NA,7,trend
städtisch,-0.9801674148268492,left,1,0,1,7,NA,NA,7,urban
angriffe,-0.980157995728117,left,1,0,1,8,NA,NA,8,attacks
gewerkschaftlich,-0.9801378119451196,left,1,0,1,1,NA,NA,1,union
utopischen,-0.9801355303000852,left,1,0,1,5,NA,NA,5,utopian
netz,-0.9801335996773636,left,1,0,1,5,NA,NA,5,network
strebend,-0.98012125539269,left,1,0,1,1,NA,NA,1,striving
identitätslos,-0.980110783227019,left,1,0,1,9,NA,NA,9,identity-less
fortschrittsglauben,-0.9800959232824354,left,1,0,1,2,NA,NA,2,belief in progress
mlpd,-0.9800865626874222,left,1,0,1,8,NA,NA,8,mlpd
ökosozialisten,-0.9800657353635176,left,1,0,1,8,NA,NA,8,ecosocialists
grenzenlos,-0.9800622251403878,left,2,0,2,3.5,NA,NA,3.5,limitless
genderirrsinn,-0.9800503488854648,left,1,0,1,6,NA,NA,6,gender madness
wertzersetzend,-0.9800425093871412,left,1,0,1,9,NA,NA,9,value-destroying
multikultigendern,-0.9800423923797036,left,1,0,1,NA,NA,NA,NA,multicultural
brd,-0.980029287546685,left,2,0,2,7,NA,NA,7,brd
unwiderlegbaren,-0.979986579831937,left,1,0,1,10,NA,NA,10,irrefutable
ineffiz,-0.9799816070158364,left,1,0,1,9,NA,NA,9,inefficient
vormals,-0.9799650504634064,left,1,0,1,6,NA,NA,6,formerly
linkspartei,-0.9799337509738312,left,3,0,3,5,NA,NA,5,left-wing party
ausverkauf,-0.9799255019494756,left,1,0,1,9,NA,NA,9,clearance sale
ordoliberal,-0.9799049671441652,left,1,0,1,4,NA,NA,4,ordoliberal
bürgermeinung,-0.9799010473950036,left,1,0,1,8,NA,NA,8,public opinion
islamisier,-0.97989771268303,left,1,0,1,10,NA,NA,10,Islamizer
uneigennützigem,-0.9798668227194864,left,1,0,1,6,NA,NA,6,selfless
staatsorientiert,-0.9798627859628868,left,2,0,2,7.5,NA,NA,7.5,state-oriented
friedlicher,-0.9798615573847914,left,1,0,1,9,NA,NA,9,peaceful
horror,-0.9798394429790726,left,1,0,1,6,NA,NA,6,horror
kritiklose,-0.9798387409344466,left,1,0,1,8,NA,NA,8,uncritical
doppelmoral,-0.9798273327092742,left,1,0,1,8,NA,NA,8,double standards
predigen,-0.97982271091548645,left,1,0,1,10,NA,NA,10,preaching
kontraproduktiv,-0.9798201952555766,left,2,0,2,6.5,NA,NA,6.5,counterproductive
voluntarismus,-0.9797783650966112,left,1,0,1,8,NA,NA,8,voluntarism
gewaltfrei,-0.9797723977172902,left,1,0,1,2,NA,NA,2,non-violent
unvermögend,-0.9797551976239534,left,1,0,1,6,NA,NA,6,incompetent
tolerantökologisch,-0.9797515703933858,left,1,0,1,2,NA,NA,2,tolerantecological
ungebildet,-0.979748645207444,left,1,0,1,10,NA,NA,10,uneducated
sorgender,-0.9797268818240384,left,1,0,1,8,NA,NA,8,caring
kritisches,-0.9797264137942876,left,1,0,1,1,NA,NA,1,critical
multikulturell,-0.9797212069633116,left,3,0,3,4.333333333333333,NA,NA,4.333333333333333,multicultural
pluralistischesweltbild,-0.9797183402810888,left,1,0,1,2,NA,NA,2,pluralistic worldview
manch,-0.9796516460416194,left,1,0,1,3,NA,NA,3,some
autoritärer,-0.9796479018036142,left,1,0,1,8,NA,NA,8,authoritarian
pdsddr,-0.9796363180672852,left,1,0,1,4,NA,NA,4,pdsddr
sozialistischtotalitären,-0.9796275425094604,left,1,0,1,8,NA,NA,8,socialist-totalitarian
gewalttol,-0.9796083532896832,left,1,0,1,7,NA,NA,7,violent
empathisches,-0.9796037899996142,left,1,0,1,2,NA,NA,2,empathic
zukunftsoptimismus,-0.9796016838657362,left,1,0,1,6,NA,NA,6,optimism about the future
vermeintlicher,-0.9795979981314498,left,1,0,1,9,NA,NA,9,alleged
dagegen,-0.9795921477595664,left,2,0,2,4.5,NA,NA,4.5,against it
altruismus,-0.9795868824248716,left,1,0,1,6,NA,NA,6,altruism
exetremismus,-0.9795465733625958,left,1,0,1,8,NA,NA,8,extremism
weiss,-0.9795301923213224,left,1,0,1,7,NA,NA,7,white
rechtsundgesetzwidrig,-0.9795232303787816,left,1,0,1,8,NA,NA,8,illegal and unlawful
minderheitenorientiert,-0.9795012329805004,left,1,0,1,9,NA,NA,9,minority-oriented
beschützend,-0.9794404476166332,left,1,0,1,4,NA,NA,4,protective
angriff,-0.9793976228944477,left,1,0,1,5,NA,NA,5,attack
materialistisch,-0.9793935276341292,left,1,0,1,NA,NA,NA,NA,materialistic
kapiteln,-0.9793888473366228,left,1,0,1,9,NA,NA,9,chapters
unternehmerfeindliche,-0.9793850445948984,left,1,0,1,7,NA,NA,7,anti-business
egalitär,-0.9793776146226068,left,4,0,4,4.75,NA,NA,4.75,egalitarian
menschlich,-0.9793515219640072,left,7,0,7,2,NA,NA,2,human
verkennender,-0.9793128510058589,left,1,0,1,7,NA,NA,7,misunderstanding
fortschrittlich,-0.979297055001774,left,20,0,20,3.6,NA,NA,3.6,progressive
staatszerstörer,-0.979287928421636,left,1,0,1,8,NA,NA,8,state destroyer
intelligent,-0.97928172702744,left,1,0,1,2,NA,NA,2,intelligent
kommunisten,-0.9792768127150578,left,6,0,6,6.25,NA,NA,6.25,communists
unklar,-0.9792616602518802,left,1,0,1,3,NA,NA,3,unclear
weltbürgerin,-0.979259261599408,left,1,0,1,1,NA,NA,1,citizen of the world
optimismus,-0.9792226382714188,left,1,0,1,3,NA,NA,3,optimism
sozialist,-0.9792110545350898,left,1,0,1,9,NA,NA,9,socialist
hilfsbereit,-0.9792095334384002,left,2,0,2,3.5,NA,NA,3.5,helpful
antifa,-0.979198768754135,left,6,0,6,6.666666666666667,NA,NA,6.666666666666667,antifa
inkludiuerend,-0.979190695240936,left,1,0,1,4,NA,NA,4,inclusive
anarchismus,-0.9791784679637,left,1,0,1,9,NA,NA,9,anarchism
gesellschaftsliberal,-0.9791722080657848,left,2,0,2,5.5,NA,NA,5.5,socially liberal
wertelos,-0.9791588692178912,left,1,0,1,6,NA,NA,6,worthless
polizentrisch,-0.9791423126654614,left,1,0,1,5,NA,NA,5,polycentric
pseudosoziale,-0.979130202395663,left,1,0,1,8,NA,NA,8,pseudosocial
antikapitalismus,-0.9791060403597852,left,3,0,3,6,NA,NA,6,anti-capitalism
volatil,-0.9791029981664058,left,1,0,1,8,NA,NA,8,volatile
genderwahnsinn,-0.9790974988168356,left,1,0,1,9,NA,NA,9,gender madness
einsetzend,-0.9790604659628144,left,1,0,1,1,NA,NA,1,beginning
humanistisch,-0.9790568972359656,left,5,0,5,3,NA,NA,3,humanistic
sachverstand,-0.9790559026727452,left,1,0,1,8,NA,NA,8,expertise
völkerverständigunginternationalismus,-0.97903361275587,left,1,0,1,1,NA,NA,1,international understandinginternationalism
kategorisch,-0.9790313896145544,left,1,0,1,3,NA,NA,3,categorically
kommunistisches,-0.9790055894745492,left,1,0,1,6,NA,NA,6,communist
mitstarkem,-0.9789637008118648,left,1,0,1,2,NA,NA,2,with strong
ausgegrenzt,-0.978957733432544,left,1,0,1,1,NA,NA,1,excluded
überzogen,-0.9789565048544484,left,1,0,1,8,NA,NA,8,overdone
kulturrelativismus,-0.9789548082466024,left,1,0,1,8,NA,NA,8,cultural relativism
tolerante,-0.9789135046211064,left,4,0,4,3.5,NA,NA,3.5,tolerant
oneworld,-0.9789130950950746,left,1,0,1,8,NA,NA,8,oneworld
traditionellem,-0.9789106379388836,left,1,0,1,9,NA,NA,9,traditional
post,-0.978842949136194,left,1,0,1,6,NA,NA,6,post
skandinavisches,-0.9787969067094728,left,1,0,1,2,NA,NA,2,Scandinavian
weltoffenh,-0.97877900457151,left,2,0,2,2,NA,NA,2,cosmopolitan
unchristlich,-0.9787682398872448,left,1,0,1,6,NA,NA,6,unchristian
weltgewandt,-0.978754491513319,left,1,0,1,6,NA,NA,6,worldly
schießt,-0.9787471785484648,left,1,0,1,5,NA,NA,5,shoots
hedonismus,-0.978731031522067,left,1,0,1,8,NA,NA,8,hedonism
fortschritlich,-0.978711140257664,left,1,0,1,3,NA,NA,3,progressive
anpackend,-0.9787010191143058,left,1,0,1,3,NA,NA,3,hands-on
kriegsgegner,-0.9786731713441414,left,1,0,1,3,NA,NA,3,war opponents
sozialismuskommunismus,-0.9786676719945712,left,2,0,2,6,NA,NA,6,socialism-communism
antimilitarismus,-0.9786564392805552,left,2,0,2,1.5,NA,NA,1.5,antimilitarism
spaß,-0.9786384201351548,left,1,0,1,7,NA,NA,7,fun
undifferenzierten,-0.9786189969005022,left,1,0,1,8,NA,NA,8,undifferentiated
gesinnungsethisch,-0.978616305729436,left,1,0,1,8,NA,NA,8,morally motivated
suizidärer,-0.9785975260356906,left,1,0,1,6,NA,NA,6,suicidal
menschenrechtsorientiert,-0.9785936062865288,left,1,0,1,3,NA,NA,3,human rights-oriented
schimpfwörter,-0.9785923777084332,left,1,0,1,3,NA,NA,3,swear words
fridays,-0.9785599666482,left,1,0,1,9,NA,NA,9,Fridays
fleißiger,-0.978545282214773,left,1,0,1,8,NA,NA,8,hardworking
oneworddenken,-0.9785359801234784,left,1,0,1,6,NA,NA,6,oneworddenken
misstrauisches,-0.978533698478444,left,1,0,1,8,NA,NA,8,suspicious
libertaer,-0.978525683468964,left,1,0,1,3,NA,NA,3,libertarian
hinterfragender,-0.9785076058198446,left,1,0,1,3,NA,NA,3,questioning
sozialpolit,-0.97846372803072,left,1,0,1,1,NA,NA,1,social policy
horrorszenario,-0.978376674497097,left,1,0,1,5,NA,NA,5,horror scenario
staatsversagen,-0.978376323474784,left,1,0,1,9,NA,NA,9,state failure
spontan,-0.9783736323037177,left,1,0,1,7,NA,NA,7,spontaneous
diversitätsfreundlich,-0.9783433858810812,left,1,0,1,5,NA,NA,5,diversity-friendly
schädlich,-0.9783363069311024,left,1,0,1,2,NA,NA,2,harmful
parteotismus,-0.9783229095794896,left,1,0,1,8,NA,NA,8,partyism
globalistisch,-0.978299683603113,left,1,0,1,5,NA,NA,5,globalist
asyl,-0.9782938332312298,left,1,0,1,2,NA,NA,2,asylum
liberalfortschrittlich,-0.9782931311866038,left,1,0,1,3,NA,NA,3,liberal-progressive
gestimmt,-0.9782918441047894,left,1,0,1,4,NA,NA,4,tuned
überzogenem,-0.9782736494482324,left,1,0,1,7,NA,NA,7,coated
umverteilungswahnsinn,-0.9782635868085932,left,1,0,1,6,NA,NA,6,redistribution madness
genderquatsch,-0.978258087459023,left,1,0,1,8,NA,NA,8,gender nonsense
netzes,-0.9782576194292724,left,1,0,1,1,NA,NA,1,network
freiheitsfeindlichkeit,-0.9782307077186092,left,1,0,1,9,NA,NA,9,hostility to freedom
indealitisch,-0.9782109919653624,left,1,0,1,3,NA,NA,3,indealistic
antidemokraten,-0.9782081252831396,left,1,0,1,8,NA,NA,8,anti-democrats
pseudowokeness,-0.9781995252364714,left,1,0,1,7,NA,NA,7,pseudowokeness
geschaut,-0.9781991742141584,left,1,0,1,9,NA,NA,9,watched
sozialististischen,-0.9781899891303016,left,1,0,1,6,NA,NA,6,socialist
arbeitsscheu,-0.9781667046502062,left,1,0,1,6,NA,NA,6,lazy
angenehm,-0.9781601522336968,left,1,0,1,9,NA,NA,9,pleasant
wertschätzend,-0.978146813385803,left,2,0,2,3,NA,NA,3,appreciative
üvertriebener,-0.9781416650585456,left,1,0,1,6,NA,NA,6,displaced person
gesinnungsethiker,-0.9781413140362328,left,1,0,1,8,NA,NA,8,moralist
staatseingriffe,-0.9781207792309224,left,1,0,1,6,NA,NA,6,state intervention
multikultiralismus,-0.9780763164046096,left,1,0,1,8,NA,NA,8,multiculturalism
revolutionär,-0.9780560156141744,left,1,0,1,2,NA,NA,2,revolutionary
klassenlosen,-0.9780372359204292,left,1,0,1,7,NA,NA,7,classless
sozialliberalprogressiv,-0.9780356563200208,left,1,0,1,3,NA,NA,3,social liberal progressive
phantasievoll,-0.9780223759758456,left,1,0,1,6,NA,NA,6,imaginative
basisdemokratisch,-0.9780221419609704,left,2,0,2,4.5,NA,NA,4.5,grassroots democracy
vielfältig,-0.9779696641251774,left,1,0,1,4,NA,NA,4,diverse
zuletzt,-0.9779392421913844,left,1,0,1,3,NA,NA,3,last
fürchtend,-0.9779318707228114,left,1,0,1,8,NA,NA,8,fearful
kompetent,-0.9779154896815384,left,1,0,1,1,NA,NA,1,competent
ausländerfreundlich,-0.9779114529249388,left,1,0,1,3,NA,NA,3,foreigner-friendly
wissenschaftlich,-0.9778741860560424,left,2,0,2,6.5,NA,NA,6.5,scientific
verleugnet,-0.9778727819667904,left,1,0,1,2,NA,NA,2,denied
vorne,-0.9778709683515066,left,2,0,2,5,NA,NA,5,in front
verbrannt,-0.9778267395400688,left,1,0,1,4,NA,NA,4,burned
kritischer,-0.9778234633318144,left,1,0,1,3,NA,NA,3,critical
anachristisch,-0.9778196020863714,left,1,0,1,8,NA,NA,8,anachristian
gemischt,-0.9778170279227428,left,1,0,1,8,NA,NA,8,mixed
nivellierend,-0.9777940944649602,left,1,0,1,4,NA,NA,4,leveling
unscharf,-0.9777766603567482,left,1,0,1,NA,NA,NA,NA,blurry
postkommunistisch,-0.9777271077068967,left,1,0,1,5,NA,NA,5,post-communist
pluralistisch,-0.977656025688515,left,3,0,3,3.3333333333333335,NA,NA,3.3333333333333335,pluralistic
voreilig,-0.9776474256418466,left,1,0,1,7,NA,NA,7,premature
gleichheitrespekt,-0.9776255452510032,left,1,0,1,4,NA,NA,4,respect for equality
feministisch,-0.9776210404646528,left,7,0,7,3.7142857142857144,NA,NA,3.7142857142857144,feminist
wirtschaftsfeindlichkeit,-0.977589916486234,left,2,0,2,7,NA,NA,7,anti-business sentiment
sozialisten,-0.9775829545436928,left,2,0,2,6.5,NA,NA,6.5,socialists
zentralistisch,-0.9775068997092102,left,1,0,1,10,NA,NA,10,centralized
überschätzend,-0.9775046180641758,left,2,0,2,7,NA,NA,7,overestimating
staatsdominiert,-0.9774696913440326,left,1,0,1,5,NA,NA,5,state-dominated
schwulen,-0.9774223618354968,left,1,0,1,NA,NA,NA,NA,gay
realistischer,-0.9773983168070566,left,1,0,1,3,NA,NA,3,more realistic
kosmopolitismus,-0.9773758513790248,left,1,0,1,2,NA,NA,2,cosmopolitanism
optimistisches,-0.9773531519361176,left,1,0,1,7,NA,NA,7,optimistic
tendiert,-0.977352332884054,left,1,0,1,8,NA,NA,8,tends
solid,-0.9773458389712636,left,1,0,1,3,NA,NA,3,solid
umverteilungsbestrebungen,-0.9773354253093114,left,1,0,1,5,NA,NA,5,redistribution efforts
verantwortungslos,-0.9773271177812372,left,1,0,1,9,NA,NA,9,irresponsible
terroristischen,-0.977321267409354,left,1,0,1,11,NA,NA,11,terrorist
linkes,-0.9772639337648976,left,1,0,1,7,NA,NA,7,left
leistungsbedingt,-0.977194548354362,left,1,0,1,7,NA,NA,7,performance-related
undifferenzierter,-0.977178518335402,left,1,0,1,3,NA,NA,3,undifferentiated
faschismuss,-0.9771575155003408,left,1,0,1,1,NA,NA,1,fascism
sozialromantiker,-0.977154005277211,left,1,0,1,7,NA,NA,7,social romantics
bunttotalitarismus,-0.9771268010479538,left,1,0,1,11,NA,NA,11,colorful totalitarianism
hirnlos,-0.9771213016983836,left,1,0,1,6,NA,NA,6,brainless
fortschrittsfeindlichkeit,-0.9771036920790148,left,1,0,1,6,NA,NA,6,hostility to progress
empowernd,-0.9770956770695348,left,1,0,1,1,NA,NA,1,empowering
minderheitsorientiert,-0.97708789607493,left,1,0,1,5,NA,NA,5,minority-oriented
unseriös,-0.9770254726069354,left,1,0,1,6,NA,NA,6,untrustworthy
paternalistisch,-0.9769810682843414,left,1,0,1,6,NA,NA,6,paternalistic
weltanschaulich,-0.9769627566203468,left,1,0,1,6,NA,NA,6,ideological
gesellschaftslenkend,-0.9769485987203892,left,1,0,1,7,NA,NA,7,society-guiding
polrechten,-0.9769335632646492,left,1,0,1,3,NA,NA,3,polar rights
kosmopolitisch,-0.9769295850117684,left,4,0,4,2.25,NA,NA,2.25,cosmopolitan
weitsichtig,-0.9768947167953442,left,1,0,1,3,NA,NA,3,farsighted
verschwommen,-0.976887813356522,left,1,0,1,3,NA,NA,3,blurred
liberalorientiert,-0.9768757615904424,left,1,0,1,4,NA,NA,4,liberal-oriented
antinationalismus,-0.976863943839238,left,1,0,1,2,NA,NA,2,anti-nationalism
sozialliberal,-0.9768441695822728,left,4,0,4,4,NA,NA,4,social liberal
friedensorientiert,-0.9768376756694822,left,2,0,2,3.5,NA,NA,3.5,peace-oriented
emanzipativ,-0.976835979061636,left,3,0,3,2.3333333333333335,NA,NA,2.3333333333333335,emancipatory
klassenfeind,-0.9768353940244476,left,1,0,1,5,NA,NA,5,class enemy
wagemutiger,-0.976826969488936,left,1,0,1,5,NA,NA,5,daring
kritisieren,-0.9767688752961348,left,1,0,1,1,NA,NA,1,criticize
experimentierfreudig,-0.9767350601466496,left,2,0,2,5,NA,NA,5,experimental
fleissig,-0.9767195566611588,left,1,0,1,9,NA,NA,9,diligent
leistungsfeindlichk,-0.9767193226462836,left,1,0,1,7,NA,NA,7,anti-performance
zugeneigt,-0.9766356623283527,left,1,0,1,5,NA,NA,5,inclined
bunt,-0.9766217384432704,left,1,0,1,5,NA,NA,5,colorful
egalitarismus,-0.9766019056825862,left,1,0,1,8,NA,NA,8,egalitarianism
menschenfeindlichen,-0.9765992730152387,left,1,0,1,2,NA,NA,2,misanthropic
rückend,-0.9765853491301564,left,1,0,1,3,NA,NA,3,backwards
pazifismus,-0.9765648143248462,left,10,0,10,5.444444444444445,NA,NA,5.444444444444445,pacifism
heimatlos,-0.9765451570753184,left,1,0,1,10,NA,NA,10,homeless
zeitgeistig,-0.976519064416719,left,1,0,1,6,NA,NA,6,zeitgeist
visionär,-0.976505784072544,left,2,0,2,3.5,NA,NA,3.5,visionary
staatsfokusiert,-0.976464831469361,left,1,0,1,4,NA,NA,4,state-focused
kommonismus,-0.97645535386691,left,1,0,1,6,NA,NA,6,communism
ergreifend,-0.976356716596958,left,1,0,1,1,NA,NA,1,moving
friedensbewegt,-0.9762986224041572,left,2,0,2,2,NA,NA,2,peace movement
vorwärts,-0.976286044104608,left,2,0,2,4,NA,NA,4,forward
emotional,-0.9762144355527568,left,1,0,1,3,NA,NA,3,emotionally
weltoffend,-0.9761417154302476,left,1,0,1,1,NA,NA,1,cosmopolitan
lebensentwürfe,-0.9761403698447144,left,1,0,1,4,NA,NA,4,life plans
marxismus,-0.976095087966338,left,2,0,2,6.5,NA,NA,6.5,Marxism
schwächer,-0.9760784729101896,left,1,0,1,4,NA,NA,4,weaker
kommunistisch,-0.9760753722130912,left,16,0,16,6.375,NA,NA,6.375,Communist
respektvoll,-0.9759538014853568,left,1,0,1,4,NA,NA,4,respectful
abelehnend,-0.9759256026928794,left,1,0,1,11,NA,NA,11,rejecting
demokratiesehnend,-0.9758932501363649,left,1,0,1,3,NA,NA,3,longing for democracy
fröhlich,-0.9758653438624816,left,1,0,1,2,NA,NA,2,cheerful
wohlfahrtsstaatsanhänger,-0.9758318212315904,left,1,0,1,7,NA,NA,7,welfare state supporters
gesellschaftskritisch,-0.9758212320584818,left,3,0,3,1.6666666666666667,NA,NA,1.6666666666666667,socially critical
modernistisch,-0.9758070156548054,left,1,0,1,4,NA,NA,4,modernist
individualitätsliebend,-0.9757873584052776,left,1,0,1,3,NA,NA,3,individuality-loving
aktiver,-0.9757547133301688,left,1,0,1,6,NA,NA,6,active
sündenböcke,-0.975714755290206,left,1,0,1,7,NA,NA,7,scapegoats
fortschrittsgläubig,-0.9756856204382274,left,1,0,1,10,NA,NA,10,believer in progress
libertär,-0.9756821687188164,left,1,0,1,4,NA,NA,4,libertarian
staatsgläubmisstrauisch,-0.9756246595632035,left,1,0,1,7,NA,NA,7,distrustful of the state
vermieterfeindlich,-0.975499286093745,left,1,0,1,8,NA,NA,8,hostile to landlords
verbissen,-0.9754963609078036,left,1,0,1,3,NA,NA,3,dogged
kompromisslosen,-0.9754461647170448,left,1,0,1,4,NA,NA,4,uncompromising
systemkritisch,-0.975444760627793,left,1,0,1,4,NA,NA,4,system-critical
utopisch,-0.9753953249853792,left,1,0,1,11,NA,NA,11,utopian
weltoffenprogressiv,-0.97538877256887,left,1,0,1,4,NA,NA,4,cosmopolitan progressive
oberflächig,-0.9753744976614748,left,1,0,1,7,NA,NA,7,superficial
schreitend,-0.9753652540738992,left,1,0,1,3,NA,NA,3,striding
maoisten,-0.9753212592773368,left,1,0,1,3,NA,NA,3,Maoists
marxistischleninistische,-0.975274397798552,left,1,0,1,9,NA,NA,9,Marxist-Leninist
naiv,-0.9752693079750134,left,3,0,3,5,NA,NA,5,naive
antifaschismus,-0.9752117988194008,left,12,0,12,2.5,NA,NA,2.5,antifascism
extremistische,-0.9751745319505044,left,1,0,1,4,NA,NA,4,extremist
stalinisten,-0.9751686815786212,left,1,0,1,3,NA,NA,3,Stalinists
leistungsfeindlich,-0.9751251548118096,left,6,0,6,6.333333333333333,NA,NA,6.333333333333333,performance-defying
liberaler,-0.975072793983454,left,2,0,2,5.5,NA,NA,5.5,liberal
unbestechlich,-0.975021076696006,left,1,0,1,1,NA,NA,1,incorruptible
antideutsch,-0.9750146997906532,left,2,0,2,6,NA,NA,6,anti-German
friedliebend,-0.9750104875228972,left,3,0,3,1.6666666666666667,NA,NA,1.6666666666666667,peace-loving
wirtschaftskritisch,-0.9749277632644676,left,1,0,1,6,NA,NA,6,economically critical
sozialdemokratisch,-0.974897984871582,left,3,0,3,6,NA,NA,6,social democratic
wirtschaftsfern,-0.97481438305737,left,1,0,1,8,NA,NA,8,economically distant
ideologischrückwärtsgewand,-0.974710831475036,left,1,0,1,8,NA,NA,8,ideologically backward
ausländerfreundl,-0.9746656081003782,left,1,0,1,2,NA,NA,2,foreigner-friendly
respektlos,-0.9744146856503044,left,1,0,1,5,NA,NA,5,disrespectful
antirassismus,-0.974408191737514,left,6,0,6,1.8333333333333333,NA,NA,1.8333333333333333,anti-racism
ungenau,-0.9744072556780128,left,1,0,1,1,NA,NA,1,inaccurate
heuchlerisch,-0.9743843807239492,left,1,0,1,9,NA,NA,9,hypocritical
übergriffigen,-0.974332312414188,left,1,0,1,9,NA,NA,9,abusive
linksextrextrem,-0.9742643310929042,left,1,0,1,8,NA,NA,8,left-wing extremist
staatsdirigistisch,-0.9740403788572124,left,1,0,1,7,NA,NA,7,state-directed
rücksichtsvoll,-0.9739938684007404,left,1,0,1,5,NA,NA,5,considerate
friedensbetont,-0.973974737684682,left,1,0,1,1,NA,NA,1,peace-oriented
reformerisch,-0.9738699575242524,left,1,0,1,6,NA,NA,6,reformist
dirigistischintolerant,-0.9737724903286772,left,1,0,1,NA,NA,NA,NA,intolerant of the authorities
linksextremismusanarchismus,-0.9736348310782637,left,1,0,1,8,NA,NA,8,left-wing extremism anarchism
empathisch,-0.9735705354912664,left,1,0,1,6,NA,NA,6,empathetic
neidisch,-0.9734764615113832,left,1,0,1,6,NA,NA,6,envious
demoktratisch,-0.9734720737324708,left,1,0,1,1,NA,NA,1,democratic
emphatisch,-0.9734287809805346,left,1,0,1,4,NA,NA,4,emphatic
fremdenfreundlich,-0.973411171361166,left,2,0,2,3,NA,NA,3,foreigner-friendly
kapitalismuskritisch,-0.9733897590000732,left,4,0,4,1.5,NA,NA,1.5,critical of capitalism
sozialistisch,-0.9733738459885508,left,38,0,38,6.578947368421052,NA,NA,6.578947368421052,socialist
internationalistisch,-0.9732126097394476,left,14,0,14,3.769230769230769,NA,NA,3.769230769230769,internationalist
deutschlandhass,-0.9731751088556758,left,1,0,1,8,NA,NA,8,hatred of Germany
absolutistisch,-0.9731178922186572,left,1,0,1,9,NA,NA,9,absolutist
liberitär,-0.9730876457960208,left,1,0,1,2,NA,NA,2,libertarian
untralistisch,-0.9730719082956548,left,1,0,1,5,NA,NA,5,unicultural
antichristlich,-0.973056463313883,left,1,0,1,8,NA,NA,8,anti-Christian
optimistisch,-0.9729243619167586,left,1,0,1,4,NA,NA,4,optimistic
vorwärtsblickend,-0.9728985032730344,left,1,0,1,2,NA,NA,2,forward-looking
launisch,-0.9728930039234642,left,1,0,1,7,NA,NA,7,moody
antifaschistisch,-0.9728624649822336,left,5,0,5,1.6,NA,NA,1.6,anti-fascist
linksextremismus,-0.9728460839409604,left,1,0,1,6,NA,NA,6,left-wing extremism
unternehmerfeindlich,-0.9724951201316826,left,3,0,3,5.666666666666667,NA,NA,5.666666666666667,anti-entrepreneurial
antiziganismus,-0.9723522540502928,left,1,0,1,2,NA,NA,2,antiziganism
idealistisch,-0.9722401609250092,left,3,0,3,7.333333333333333,NA,NA,7.333333333333333,idealistic
unpatriotisch,-0.9721008635704684,left,2,0,2,8,NA,NA,8,unpatriotic
anarchistisch,-0.9720875832262936,left,1,0,1,5,NA,NA,5,anarchist
pazifistisch,-0.9720566932627498,left,8,0,8,2.7142857142857144,NA,NA,2.7142857142857144,pacifist
linksterrorismus,-0.9720313611524952,left,1,0,1,9,NA,NA,9,left-wing terrorism
altruistisch,-0.972007959664962,left,1,0,1,2,NA,NA,2,altruistic
extremisten,-0.9719925146831904,left,1,0,1,6,NA,NA,6,extremists
anitfaschistisch,-0.9719161088263948,left,1,0,1,NA,NA,NA,NA,anti-fascist
deutschenhass,-0.9716201970165386,left,1,0,1,10,NA,NA,10,German hatred
linksextrem,-0.9715926417649684,left,1,0,1,9,NA,NA,9,left-wing extremist
solidarisinternationalistisch,-0.9715641504538968,left,1,0,1,2,NA,NA,2,solidarisinternationalist
kompromisslos,-0.9714807241508412,left,1,0,1,4,NA,NA,4,uncompromising
sozialistischkommunistisch,-0.9713868841858336,left,1,0,1,7,NA,NA,7,socialist-communist
eigentumsfeindlich,-0.9712671855771016,left,1,0,1,7,NA,NA,7,anti-property
fremdenfreundlichfreidenkend,-0.9709888833866142,left,1,0,1,4,NA,NA,4,xenophobic and freethinking
abwertend,-0.9707303554530922,left,1,0,1,3,NA,NA,3,derogatory
landwirtschaftsfeindlich,-0.9706501468545724,left,1,0,1,6,NA,NA,6,anti-agriculture
antiaufklärerisch,-0.9705925206915222,left,1,0,1,7,NA,NA,7,anti-enlightenment
antimilitaristisch,-0.9704996752897346,left,2,0,2,2.5,NA,NA,2.5,antimilitaristic
familienfeindlich,-0.970473290112541,left,1,0,1,9,NA,NA,9,anti-family
selbstkritisch,-0.9704478994985676,left,1,0,1,2,NA,NA,2,self-critical
männerfeindlich,-0.9703742433165572,left,1,0,1,6,NA,NA,6,misogynistic
machtkritisch,-0.970327440341491,left,1,0,1,2,NA,NA,2,critical of power
vielfältigtolerant,-0.9702027104129396,left,1,0,1,4,NA,NA,4,diversely tolerant
soziallistisch,-0.9697740536650518,left,1,0,1,6,NA,NA,6,socialist
proeuropäisch,-0.96961024325232,left,4,0,4,3,NA,NA,3,pro-European
marxistisch,-0.9695804063557154,left,1,0,1,6,NA,NA,6,Marxist
antikapitalistisch,-0.9688217886336108,left,14,0,14,3.2857142857142856,NA,NA,3.2857142857142856,anti-capitalist
