...1,id_new,party_cand,lr_self,year,ost,left_desc,right_desc,left_words
343,344,CDU,6,2013,0,wir stehen für die politische mitte,wir stehen für die politische mitte,mitte
344,345,PIRATEN,2,2013,0,sorge um wirtschaftliche u soziale ausgewogenheit in der gesellschaft direkte demokratie sicherung der grundrechte,ausländerfeindlichkeit euroskepsis und nationalismus wirtschaft vor bevölkerung,wirtschaft
344,345,PIRATEN,2,2013,0,sorge um wirtschaftliche u soziale ausgewogenheit in der gesellschaft direkte demokratie sicherung der grundrechte,ausländerfeindlichkeit euroskepsis und nationalismus wirtschaft vor bevölkerung,sozial
344,345,PIRATEN,2,2013,0,sorge um wirtschaftliche u soziale ausgewogenheit in der gesellschaft direkte demokratie sicherung der grundrechte,ausländerfeindlichkeit euroskepsis und nationalismus wirtschaft vor bevölkerung,gesellschaft
344,345,PIRATEN,2,2013,0,sorge um wirtschaftliche u soziale ausgewogenheit in der gesellschaft direkte demokratie sicherung der grundrechte,ausländerfeindlichkeit euroskepsis und nationalismus wirtschaft vor bevölkerung,demokratie
344,345,PIRATEN,2,2013,0,sorge um wirtschaftliche u soziale ausgewogenheit in der gesellschaft direkte demokratie sicherung der grundrechte,ausländerfeindlichkeit euroskepsis und nationalismus wirtschaft vor bevölkerung,sicherheit
345,346,DIE LINKE,NA,2013,0,soziale gerechtigkeit frieden demokratisierung der arbeitswelt,lobbypolitik soziale kälte militarisierung,sozial
345,346,DIE LINKE,NA,2013,0,soziale gerechtigkeit frieden demokratisierung der arbeitswelt,lobbypolitik soziale kälte militarisierung,gerechtigkeit
345,346,DIE LINKE,NA,2013,0,soziale gerechtigkeit frieden demokratisierung der arbeitswelt,lobbypolitik soziale kälte militarisierung,frieden
346,347,SPD,4,2013,0,die gesellschaft kritisch und emanzipatorisch analysieren teils negativ besetzt,das bestehende erhalten aber allgemein sehr negativ besetzt,gesellschaft
346,347,SPD,4,2013,0,die gesellschaft kritisch und emanzipatorisch analysieren teils negativ besetzt,das bestehende erhalten aber allgemein sehr negativ besetzt,emanzipatorisch
348,349,AfD,8,2013,0,ausrichtung an wunschdenken gleichmacherei beschäftigung mit randgruppen zerstörung von identität und meinungsfreiheit verschuldung,mut zu wahrheit ausrichtung von politik an naturgesetzlichkeiten anerkennung von radikalen bewahrung von unverzichtbaren werten wie familie volk freiheit,gleichmacherei
348,349,AfD,8,2013,0,ausrichtung an wunschdenken gleichmacherei beschäftigung mit randgruppen zerstörung von identität und meinungsfreiheit verschuldung,mut zu wahrheit ausrichtung von politik an naturgesetzlichkeiten anerkennung von radikalen bewahrung von unverzichtbaren werten wie familie volk freiheit,zerstörung
348,349,AfD,8,2013,0,ausrichtung an wunschdenken gleichmacherei beschäftigung mit randgruppen zerstörung von identität und meinungsfreiheit verschuldung,mut zu wahrheit ausrichtung von politik an naturgesetzlichkeiten anerkennung von radikalen bewahrung von unverzichtbaren werten wie familie volk freiheit,identität
349,350,SPD,6,2013,0,sozial gerecht,wenig staat gruppeninteressen,sozial
349,350,SPD,6,2013,0,sozial gerecht,wenig staat gruppeninteressen,gerecht
350,351,FDP,7,2013,0,bevormundung der bürger durch den staat,eigenverantwortlichkeit der bürger stärken,bevormundung
350,351,FDP,7,2013,0,bevormundung der bürger durch den staat,eigenverantwortlichkeit der bürger stärken,bürger
350,351,FDP,7,2013,0,bevormundung der bürger durch den staat,eigenverantwortlichkeit der bürger stärken,staat
351,352,PIRATEN,3,2013,0,sozial offen amerikanische art des kapitalismus ablehnen ausländerfreundlich,unsozial unflexibel sehr konservativ kapitalismusfreundlich ausländerfeindlich,sozial
351,352,PIRATEN,3,2013,0,sozial offen amerikanische art des kapitalismus ablehnen ausländerfreundlich,unsozial unflexibel sehr konservativ kapitalismusfreundlich ausländerfeindlich,offen
351,352,PIRATEN,3,2013,0,sozial offen amerikanische art des kapitalismus ablehnen ausländerfreundlich,unsozial unflexibel sehr konservativ kapitalismusfreundlich ausländerfeindlich,kapitalismus
352,353,DIE LINKE,NA,2013,0,inklusiv weltoffen soziale gerechtigkeit demokratischer sozialismus,ausgrenzend festung europa klientelpolitik bastapolitik,weltoffen
352,353,DIE LINKE,NA,2013,0,inklusiv weltoffen soziale gerechtigkeit demokratischer sozialismus,ausgrenzend festung europa klientelpolitik bastapolitik,sozial
352,353,DIE LINKE,NA,2013,0,inklusiv weltoffen soziale gerechtigkeit demokratischer sozialismus,ausgrenzend festung europa klientelpolitik bastapolitik,gerechtigkeit
352,353,DIE LINKE,NA,2013,0,inklusiv weltoffen soziale gerechtigkeit demokratischer sozialismus,ausgrenzend festung europa klientelpolitik bastapolitik,sozialismus
353,354,PIRATEN,3,2013,0,undurchdachtes chaos mit pickbaren koernern,"dogma menschenverachtung angst vor freiheit kreativitaet wahrheit und wirklichkeit
angst selbst zu denken und zu hinterfragen angst die eigene meinung zu sagen angst anders zu sein
egoismus
megalomanie
gier",chaos
354,355,GRUENE,2,2013,0,soziale gerechtigkeit europäische solidarität menschenrechte,europafeindlichkeit ausgrenzung abwertung von minderheiten,sozial
354,355,GRUENE,2,2013,0,soziale gerechtigkeit europäische solidarität menschenrechte,europafeindlichkeit ausgrenzung abwertung von minderheiten,gerechtigkeit
354,355,GRUENE,2,2013,0,soziale gerechtigkeit europäische solidarität menschenrechte,europafeindlichkeit ausgrenzung abwertung von minderheiten,solidarität
354,355,GRUENE,2,2013,0,soziale gerechtigkeit europäische solidarität menschenrechte,europafeindlichkeit ausgrenzung abwertung von minderheiten,menschenrechte
355,356,SPD,5,2013,0,für ein selbstbestimmtes individuum dessen selbstbestimmtheit vor größeren mechanismen wirtschaft staat durch den staat geschützt werden muss das individuum gibt seine ideologie in den prozess hinein,der staat gibt die denkweise für den einzelnen im größeren maße vor das individuum wird zum teil einer ideologie,individuum
355,356,SPD,5,2013,0,für ein selbstbestimmtes individuum dessen selbstbestimmtheit vor größeren mechanismen wirtschaft staat durch den staat geschützt werden muss das individuum gibt seine ideologie in den prozess hinein,der staat gibt die denkweise für den einzelnen im größeren maße vor das individuum wird zum teil einer ideologie,wirtschaft
355,356,SPD,5,2013,0,für ein selbstbestimmtes individuum dessen selbstbestimmtheit vor größeren mechanismen wirtschaft staat durch den staat geschützt werden muss das individuum gibt seine ideologie in den prozess hinein,der staat gibt die denkweise für den einzelnen im größeren maße vor das individuum wird zum teil einer ideologie,staat
355,356,SPD,5,2013,0,für ein selbstbestimmtes individuum dessen selbstbestimmtheit vor größeren mechanismen wirtschaft staat durch den staat geschützt werden muss das individuum gibt seine ideologie in den prozess hinein,der staat gibt die denkweise für den einzelnen im größeren maße vor das individuum wird zum teil einer ideologie,staat
355,356,SPD,5,2013,0,für ein selbstbestimmtes individuum dessen selbstbestimmtheit vor größeren mechanismen wirtschaft staat durch den staat geschützt werden muss das individuum gibt seine ideologie in den prozess hinein,der staat gibt die denkweise für den einzelnen im größeren maße vor das individuum wird zum teil einer ideologie,individuum
355,356,SPD,5,2013,0,für ein selbstbestimmtes individuum dessen selbstbestimmtheit vor größeren mechanismen wirtschaft staat durch den staat geschützt werden muss das individuum gibt seine ideologie in den prozess hinein,der staat gibt die denkweise für den einzelnen im größeren maße vor das individuum wird zum teil einer ideologie,ideologie
356,357,CDU,8,2013,0,wirtschaftsfern staatseinnahmenorientiert staatsgläubig populistisch,ausländerfeindlich europakritisch populistisch,staatsgläubig
356,357,CDU,8,2013,0,wirtschaftsfern staatseinnahmenorientiert staatsgläubig populistisch,ausländerfeindlich europakritisch populistisch,populistisch
357,358,PIRATEN,3,2013,0,soziale teilhabe,ausgrenzung verschiedener menschengruppen,sozial
357,358,PIRATEN,3,2013,0,soziale teilhabe,ausgrenzung verschiedener menschengruppen,teilhabe
358,359,AfD,9,2013,0,sozialismus gleichmacherei multikulti,national werteorientierheit wehrhaftigkeit,sozialismus
358,359,AfD,9,2013,0,sozialismus gleichmacherei multikulti,national werteorientierheit wehrhaftigkeit,gleichmacherei
358,359,AfD,9,2013,0,sozialismus gleichmacherei multikulti,national werteorientierheit wehrhaftigkeit,multikulti
359,360,AfD,9,2013,0,ausdehnung des staatlichen einflußbereiches national  in der eu über das sozialstaatsprinzip hinweg insbesondere nationale  euweite vergemeinschaftung von schulden,stärkung z t leider noch nicht der sollzustand der selbstverantwortlichkeit der bürger begrenzung des staatlichen überregulierens,national
359,360,AfD,9,2013,0,ausdehnung des staatlichen einflußbereiches national  in der eu über das sozialstaatsprinzip hinweg insbesondere nationale  euweite vergemeinschaftung von schulden,stärkung z t leider noch nicht der sollzustand der selbstverantwortlichkeit der bürger begrenzung des staatlichen überregulierens,national
359,360,AfD,9,2013,0,ausdehnung des staatlichen einflußbereiches national  in der eu über das sozialstaatsprinzip hinweg insbesondere nationale  euweite vergemeinschaftung von schulden,stärkung z t leider noch nicht der sollzustand der selbstverantwortlichkeit der bürger begrenzung des staatlichen überregulierens,schulden
360,361,CDU,8,2013,0,unternehmerfeindlich z t radikal,wirtschaftsfreundlich der sozialen marktwirtschaft verbunden verlässlich ausgewogen familienfreundlich,radikal
361,362,PIRATEN,5,2013,0,soziales geht über alles andere kaum wirtschaftliche kompetenz,nationalismus und egoismus kaum soziale kompetenz,sozial
361,362,PIRATEN,5,2013,0,soziales geht über alles andere kaum wirtschaftliche kompetenz,nationalismus und egoismus kaum soziale kompetenz,wirtschaft
362,363,DIE LINKE,1,2013,0,sozial friedliebend gewerkschaftlich orientiert antifaschistisch,inhuman rassistisch ellenbogengesellschaft imperialistisch,sozial
363,364,SPD,4,2013,1,eine solidarische gesellschaft in der jeder unabhängig von s soz herkunft etwas aus seinem leben machen kann,ellbogengesellschaft,gesellschaft
363,364,SPD,4,2013,1,eine solidarische gesellschaft in der jeder unabhängig von s soz herkunft etwas aus seinem leben machen kann,ellbogengesellschaft,unabhängig
363,364,SPD,4,2013,1,eine solidarische gesellschaft in der jeder unabhängig von s soz herkunft etwas aus seinem leben machen kann,ellbogengesellschaft,sozial
363,364,SPD,4,2013,1,eine solidarische gesellschaft in der jeder unabhängig von s soz herkunft etwas aus seinem leben machen kann,ellbogengesellschaft,leben
365,366,CDU,6,2013,1,alle sind gleich,jeder für sich,gleich
366,367,GRUENE,5,2013,1,ich halte diese beriffe für nicht zeitgemäß und nutze sie nicht in der politischen diskussion,ich halte diese beriffe für nicht zeitgemäß und nutze sie nicht in der politischen diskussion lediglich die npd und ihre anhänger bezeichne ich als rechte,politisch
367,368,SPD,3,2013,1,gleichberechtigte gesellschaftliche teilhabe gleiche chancen von anfang an für alle menschen,klassisches familien u erwerbsbild deutsch vor multikulti streng getrennte wirtsch und bildungskulturelle entwicklung,gesellschaftliche
367,368,SPD,3,2013,1,gleichberechtigte gesellschaftliche teilhabe gleiche chancen von anfang an für alle menschen,klassisches familien u erwerbsbild deutsch vor multikulti streng getrennte wirtsch und bildungskulturelle entwicklung,teilhabe
367,368,SPD,3,2013,1,gleichberechtigte gesellschaftliche teilhabe gleiche chancen von anfang an für alle menschen,klassisches familien u erwerbsbild deutsch vor multikulti streng getrennte wirtsch und bildungskulturelle entwicklung,gleich
367,368,SPD,3,2013,1,gleichberechtigte gesellschaftliche teilhabe gleiche chancen von anfang an für alle menschen,klassisches familien u erwerbsbild deutsch vor multikulti streng getrennte wirtsch und bildungskulturelle entwicklung,chancen
367,368,SPD,3,2013,1,gleichberechtigte gesellschaftliche teilhabe gleiche chancen von anfang an für alle menschen,klassisches familien u erwerbsbild deutsch vor multikulti streng getrennte wirtsch und bildungskulturelle entwicklung,mensch
368,369,FDP,6,2013,1,stärkere eingriffe in die wirtschaft,geringere eingriffe in die wirtschaft,stärkere
368,369,FDP,6,2013,1,stärkere eingriffe in die wirtschaft,geringere eingriffe in die wirtschaft,eingriffe
368,369,FDP,6,2013,1,stärkere eingriffe in die wirtschaft,geringere eingriffe in die wirtschaft,wirtschaft
369,370,SPD,4,2013,1,position gleichheit der menschenziel aufhebung von ungleichheit und als unterdrückung begriffenen sozialstrukturen zugunsten der wirtschaftlich oder gesellschaftlich benachteiligten,positionausgehend von der verschiedenheit der menschen befürwortung und akzeptanz einer gesellschaftliche hierarchie ungleichheit wird als unausweichlich natürlich normal und wünschenswert betrachtet,gleichheit
369,370,SPD,4,2013,1,position gleichheit der menschenziel aufhebung von ungleichheit und als unterdrückung begriffenen sozialstrukturen zugunsten der wirtschaftlich oder gesellschaftlich benachteiligten,positionausgehend von der verschiedenheit der menschen befürwortung und akzeptanz einer gesellschaftliche hierarchie ungleichheit wird als unausweichlich natürlich normal und wünschenswert betrachtet,ungleichheit
369,370,SPD,4,2013,1,position gleichheit der menschenziel aufhebung von ungleichheit und als unterdrückung begriffenen sozialstrukturen zugunsten der wirtschaftlich oder gesellschaftlich benachteiligten,positionausgehend von der verschiedenheit der menschen befürwortung und akzeptanz einer gesellschaftliche hierarchie ungleichheit wird als unausweichlich natürlich normal und wünschenswert betrachtet,unterdrückung
369,370,SPD,4,2013,1,position gleichheit der menschenziel aufhebung von ungleichheit und als unterdrückung begriffenen sozialstrukturen zugunsten der wirtschaftlich oder gesellschaftlich benachteiligten,positionausgehend von der verschiedenheit der menschen befürwortung und akzeptanz einer gesellschaftliche hierarchie ungleichheit wird als unausweichlich natürlich normal und wünschenswert betrachtet,gesellschaftlich
371,372,PIRATEN,5,2013,0,der staat könne alles besser als private unternehmen und bürger,festhalten an alten modellen des zusammenlebens,staat
371,372,PIRATEN,5,2013,0,der staat könne alles besser als private unternehmen und bürger,festhalten an alten modellen des zusammenlebens,bürger
372,373,AfD,6,2013,0,"umverteilung
kollektivlösungen","nationalismus
ausländerfeindlichkeit
eigenverantwortung",umverteilung
373,374,SPD,3,2013,0,veränderung,beharrung,veränderung
374,375,AfD,8,2013,0,autoritärer bevormundender und umverteilender staat ausplünderung der leistungsträger sozialprogramme finanziert durch immer höhere steuern und schulden zu lasten zukünftiger generationen illiberal,freiheitlich für die bürgerrechte gegen einen übermächtigen umverteilenden staat bürgerrechte vor ideologie keine denkverbote durch pc berechtigte deutsche interessen auch international vertreten eurokrise,staat
374,375,AfD,8,2013,0,autoritärer bevormundender und umverteilender staat ausplünderung der leistungsträger sozialprogramme finanziert durch immer höhere steuern und schulden zu lasten zukünftiger generationen illiberal,freiheitlich für die bürgerrechte gegen einen übermächtigen umverteilenden staat bürgerrechte vor ideologie keine denkverbote durch pc berechtigte deutsche interessen auch international vertreten eurokrise,steuern
374,375,AfD,8,2013,0,autoritärer bevormundender und umverteilender staat ausplünderung der leistungsträger sozialprogramme finanziert durch immer höhere steuern und schulden zu lasten zukünftiger generationen illiberal,freiheitlich für die bürgerrechte gegen einen übermächtigen umverteilenden staat bürgerrechte vor ideologie keine denkverbote durch pc berechtigte deutsche interessen auch international vertreten eurokrise,schulden
375,376,DIE LINKE,1,2013,0,sozial gleichberechtigung gesellschaft verändern,kapitalfreundlich unsozial diskriminierend,sozial
375,376,DIE LINKE,1,2013,0,sozial gleichberechtigung gesellschaft verändern,kapitalfreundlich unsozial diskriminierend,gleichberechtigung
375,376,DIE LINKE,1,2013,0,sozial gleichberechtigung gesellschaft verändern,kapitalfreundlich unsozial diskriminierend,gesellschaft
376,377,PIRATEN,5,2013,0,hohe wirtschaftliche umverteilung hohe staatsquote hohe steuern sozialprinzip verstaatlichung,geringe umverteilung eigenverantwortung der menschen staatsschulden abbauen fremdenkritisch nationalstaatlich,wirtschaft
376,377,PIRATEN,5,2013,0,hohe wirtschaftliche umverteilung hohe staatsquote hohe steuern sozialprinzip verstaatlichung,geringe umverteilung eigenverantwortung der menschen staatsschulden abbauen fremdenkritisch nationalstaatlich,umverteilung
376,377,PIRATEN,5,2013,0,hohe wirtschaftliche umverteilung hohe staatsquote hohe steuern sozialprinzip verstaatlichung,geringe umverteilung eigenverantwortung der menschen staatsschulden abbauen fremdenkritisch nationalstaatlich,steuern
376,377,PIRATEN,5,2013,0,hohe wirtschaftliche umverteilung hohe staatsquote hohe steuern sozialprinzip verstaatlichung,geringe umverteilung eigenverantwortung der menschen staatsschulden abbauen fremdenkritisch nationalstaatlich,verstaatlichung
377,378,CDU,6,2013,0,sozialismus der staat bevormundet die bürger und glaubt zu wissen was gut für sie ist,sehr nationalistisch zu sein,sozialismus
377,378,CDU,6,2013,0,sozialismus der staat bevormundet die bürger und glaubt zu wissen was gut für sie ist,sehr nationalistisch zu sein,staat
377,378,CDU,6,2013,0,sozialismus der staat bevormundet die bürger und glaubt zu wissen was gut für sie ist,sehr nationalistisch zu sein,bürger
377,378,CDU,6,2013,0,sozialismus der staat bevormundet die bürger und glaubt zu wissen was gut für sie ist,sehr nationalistisch zu sein,gut
378,379,FDP,6,2013,0,möglichst große gleichheit in der gesellschaft,ablehnung der gleichheit in der gesellschaft verbunden mit diskriminierung von minderheiten,gleichheit
378,379,FDP,6,2013,0,möglichst große gleichheit in der gesellschaft,ablehnung der gleichheit in der gesellschaft verbunden mit diskriminierung von minderheiten,gesellschaft
379,380,FDP,6,2013,0,der staat sorgt für die bürger und schützt vorsorglich vor individuen mit eigeninitiative die cdu ist rechts und links aber nicht in der mitte,wertekonservativ,staat
379,380,FDP,6,2013,0,der staat sorgt für die bürger und schützt vorsorglich vor individuen mit eigeninitiative die cdu ist rechts und links aber nicht in der mitte,wertekonservativ,bürger
379,380,FDP,6,2013,0,der staat sorgt für die bürger und schützt vorsorglich vor individuen mit eigeninitiative die cdu ist rechts und links aber nicht in der mitte,wertekonservativ,links
379,380,FDP,6,2013,0,der staat sorgt für die bürger und schützt vorsorglich vor individuen mit eigeninitiative die cdu ist rechts und links aber nicht in der mitte,wertekonservativ,mitte
381,382,SPD,3,2013,0,soziale gerechtigkeit solidarität bildungschancen teilhabechancen integration,abschottung gegen ausländer und flüchtlinge wirtschaftsleistungsdenken statt solidarität keine frauenpolitik,sozial
381,382,SPD,3,2013,0,soziale gerechtigkeit solidarität bildungschancen teilhabechancen integration,abschottung gegen ausländer und flüchtlinge wirtschaftsleistungsdenken statt solidarität keine frauenpolitik,gerechtigkeit
381,382,SPD,3,2013,0,soziale gerechtigkeit solidarität bildungschancen teilhabechancen integration,abschottung gegen ausländer und flüchtlinge wirtschaftsleistungsdenken statt solidarität keine frauenpolitik,solidarität
381,382,SPD,3,2013,0,soziale gerechtigkeit solidarität bildungschancen teilhabechancen integration,abschottung gegen ausländer und flüchtlinge wirtschaftsleistungsdenken statt solidarität keine frauenpolitik,bildungschancen
382,383,FDP,6,2013,0,forderung nach mehr sozialer politischer und wirtschaftlicher gleichheit statt der freiheit zur entfaltung der eigenen persönlichkeit also zulasten der individuellen freiheit abnahme von individueller verantwortung an staatliche einrichtunge,im prinzip ist freiheit wichtiger als gleichheit doch im zweifelsfall wird die abgabe individueller verantwortung an staatliche einrichtungen gefordert betonung des nationalcharakters eines staates,sozial
382,383,FDP,6,2013,0,forderung nach mehr sozialer politischer und wirtschaftlicher gleichheit statt der freiheit zur entfaltung der eigenen persönlichkeit also zulasten der individuellen freiheit abnahme von individueller verantwortung an staatliche einrichtunge,im prinzip ist freiheit wichtiger als gleichheit doch im zweifelsfall wird die abgabe individueller verantwortung an staatliche einrichtungen gefordert betonung des nationalcharakters eines staates,gleichheit
382,383,FDP,6,2013,0,forderung nach mehr sozialer politischer und wirtschaftlicher gleichheit statt der freiheit zur entfaltung der eigenen persönlichkeit also zulasten der individuellen freiheit abnahme von individueller verantwortung an staatliche einrichtunge,im prinzip ist freiheit wichtiger als gleichheit doch im zweifelsfall wird die abgabe individueller verantwortung an staatliche einrichtungen gefordert betonung des nationalcharakters eines staates,freiheit
382,383,FDP,6,2013,0,forderung nach mehr sozialer politischer und wirtschaftlicher gleichheit statt der freiheit zur entfaltung der eigenen persönlichkeit also zulasten der individuellen freiheit abnahme von individueller verantwortung an staatliche einrichtunge,im prinzip ist freiheit wichtiger als gleichheit doch im zweifelsfall wird die abgabe individueller verantwortung an staatliche einrichtungen gefordert betonung des nationalcharakters eines staates,eigene
382,383,FDP,6,2013,0,forderung nach mehr sozialer politischer und wirtschaftlicher gleichheit statt der freiheit zur entfaltung der eigenen persönlichkeit also zulasten der individuellen freiheit abnahme von individueller verantwortung an staatliche einrichtunge,im prinzip ist freiheit wichtiger als gleichheit doch im zweifelsfall wird die abgabe individueller verantwortung an staatliche einrichtungen gefordert betonung des nationalcharakters eines staates,freiheit
382,383,FDP,6,2013,0,forderung nach mehr sozialer politischer und wirtschaftlicher gleichheit statt der freiheit zur entfaltung der eigenen persönlichkeit also zulasten der individuellen freiheit abnahme von individueller verantwortung an staatliche einrichtunge,im prinzip ist freiheit wichtiger als gleichheit doch im zweifelsfall wird die abgabe individueller verantwortung an staatliche einrichtungen gefordert betonung des nationalcharakters eines staates,verantwortung
382,383,FDP,6,2013,0,forderung nach mehr sozialer politischer und wirtschaftlicher gleichheit statt der freiheit zur entfaltung der eigenen persönlichkeit also zulasten der individuellen freiheit abnahme von individueller verantwortung an staatliche einrichtunge,im prinzip ist freiheit wichtiger als gleichheit doch im zweifelsfall wird die abgabe individueller verantwortung an staatliche einrichtungen gefordert betonung des nationalcharakters eines staates,staat
383,384,PIRATEN,3,2013,0,alle menschen sind gleich und können sich gegenseitig ergänzen und miteinander und voneinander lernen soziale gerechtigkeit ist wichtiger als wirtschaft,menschen sind nicht alle gleich es gibt hierarchische unterschiede menschen sollen in ihrem geburtsland bleiben und dort leben und arbeiten traditionen sind wichtig und müssen hochgehalten werden,mensch
383,384,PIRATEN,3,2013,0,alle menschen sind gleich und können sich gegenseitig ergänzen und miteinander und voneinander lernen soziale gerechtigkeit ist wichtiger als wirtschaft,menschen sind nicht alle gleich es gibt hierarchische unterschiede menschen sollen in ihrem geburtsland bleiben und dort leben und arbeiten traditionen sind wichtig und müssen hochgehalten werden,gleich
383,384,PIRATEN,3,2013,0,alle menschen sind gleich und können sich gegenseitig ergänzen und miteinander und voneinander lernen soziale gerechtigkeit ist wichtiger als wirtschaft,menschen sind nicht alle gleich es gibt hierarchische unterschiede menschen sollen in ihrem geburtsland bleiben und dort leben und arbeiten traditionen sind wichtig und müssen hochgehalten werden,sozial
383,384,PIRATEN,3,2013,0,alle menschen sind gleich und können sich gegenseitig ergänzen und miteinander und voneinander lernen soziale gerechtigkeit ist wichtiger als wirtschaft,menschen sind nicht alle gleich es gibt hierarchische unterschiede menschen sollen in ihrem geburtsland bleiben und dort leben und arbeiten traditionen sind wichtig und müssen hochgehalten werden,gerechtigkeit
383,384,PIRATEN,3,2013,0,alle menschen sind gleich und können sich gegenseitig ergänzen und miteinander und voneinander lernen soziale gerechtigkeit ist wichtiger als wirtschaft,menschen sind nicht alle gleich es gibt hierarchische unterschiede menschen sollen in ihrem geburtsland bleiben und dort leben und arbeiten traditionen sind wichtig und müssen hochgehalten werden,wirtschaft
384,385,AfD,6,2013,0,"multikulti
wertelosigkeit
antideutsch","national
konservativ
rechtsstaatlich",multikulti
385,386,DIE LINKE,2,2013,0,soziale gerechtigkeit bürgerrechte ausbauen offene gesellschaft demokrat sozialismus,sicherung der bestehenden vermögensverteilung einflusserhaltung,sozial
385,386,DIE LINKE,2,2013,0,soziale gerechtigkeit bürgerrechte ausbauen offene gesellschaft demokrat sozialismus,sicherung der bestehenden vermögensverteilung einflusserhaltung,gerechtigkeit
385,386,DIE LINKE,2,2013,0,soziale gerechtigkeit bürgerrechte ausbauen offene gesellschaft demokrat sozialismus,sicherung der bestehenden vermögensverteilung einflusserhaltung,bürgerrechte
385,386,DIE LINKE,2,2013,0,soziale gerechtigkeit bürgerrechte ausbauen offene gesellschaft demokrat sozialismus,sicherung der bestehenden vermögensverteilung einflusserhaltung,offen
385,386,DIE LINKE,2,2013,0,soziale gerechtigkeit bürgerrechte ausbauen offene gesellschaft demokrat sozialismus,sicherung der bestehenden vermögensverteilung einflusserhaltung,gesellschaft
385,386,DIE LINKE,2,2013,0,soziale gerechtigkeit bürgerrechte ausbauen offene gesellschaft demokrat sozialismus,sicherung der bestehenden vermögensverteilung einflusserhaltung,sozialismus
386,387,GRUENE,6,2013,0,eine politik die menschliche interessen über die reinen interessen der wirtschaft stellt und versucht an alle zu denken und alle menschen gut zu versorgen,"eine politik die sagt wenn es der wirtschaft gut geht wird es den menschen auch schon gut gehen
weiter rechts soll es erstmal allen deutschen gut gehen bevor man anderen menschen hilft",politik
386,387,GRUENE,6,2013,0,eine politik die menschliche interessen über die reinen interessen der wirtschaft stellt und versucht an alle zu denken und alle menschen gut zu versorgen,"eine politik die sagt wenn es der wirtschaft gut geht wird es den menschen auch schon gut gehen
weiter rechts soll es erstmal allen deutschen gut gehen bevor man anderen menschen hilft",interessen
386,387,GRUENE,6,2013,0,eine politik die menschliche interessen über die reinen interessen der wirtschaft stellt und versucht an alle zu denken und alle menschen gut zu versorgen,"eine politik die sagt wenn es der wirtschaft gut geht wird es den menschen auch schon gut gehen
weiter rechts soll es erstmal allen deutschen gut gehen bevor man anderen menschen hilft",interessen
386,387,GRUENE,6,2013,0,eine politik die menschliche interessen über die reinen interessen der wirtschaft stellt und versucht an alle zu denken und alle menschen gut zu versorgen,"eine politik die sagt wenn es der wirtschaft gut geht wird es den menschen auch schon gut gehen
weiter rechts soll es erstmal allen deutschen gut gehen bevor man anderen menschen hilft",wirtschaft
386,387,GRUENE,6,2013,0,eine politik die menschliche interessen über die reinen interessen der wirtschaft stellt und versucht an alle zu denken und alle menschen gut zu versorgen,"eine politik die sagt wenn es der wirtschaft gut geht wird es den menschen auch schon gut gehen
weiter rechts soll es erstmal allen deutschen gut gehen bevor man anderen menschen hilft",mensch
386,387,GRUENE,6,2013,0,eine politik die menschliche interessen über die reinen interessen der wirtschaft stellt und versucht an alle zu denken und alle menschen gut zu versorgen,"eine politik die sagt wenn es der wirtschaft gut geht wird es den menschen auch schon gut gehen
weiter rechts soll es erstmal allen deutschen gut gehen bevor man anderen menschen hilft",gut
388,389,AfD,8,2013,0,macht der schwachen für hohe staatsquote für umverteilung misstrauisches verhältnis zur arbeitgebermacht,macht der starken und etablierten für individuelle verantwortung für die gesellschaft besitzstandswahrung vermögen positiv naives verhältnis zu arbeitgebermacht,umverteilung
389,390,CDU,7,2013,0,in sorge um den verlust von besitztümern auf gleichheit aber auch auf ausgleich bedacht die möglichkeiten von politik und politikern manchmal überschätzend  früher janf j war die linke fortschrittlich  sie wollte die schlechten,zukunftsoptimistisch pragmatisch leistungsorientiert im bewusstsein dass der mensch nicht alles regeln kann und darf,gleichheit
389,390,CDU,7,2013,0,in sorge um den verlust von besitztümern auf gleichheit aber auch auf ausgleich bedacht die möglichkeiten von politik und politikern manchmal überschätzend  früher janf j war die linke fortschrittlich  sie wollte die schlechten,zukunftsoptimistisch pragmatisch leistungsorientiert im bewusstsein dass der mensch nicht alles regeln kann und darf,ausgleich
389,390,CDU,7,2013,0,in sorge um den verlust von besitztümern auf gleichheit aber auch auf ausgleich bedacht die möglichkeiten von politik und politikern manchmal überschätzend  früher janf j war die linke fortschrittlich  sie wollte die schlechten,zukunftsoptimistisch pragmatisch leistungsorientiert im bewusstsein dass der mensch nicht alles regeln kann und darf,politik
389,390,CDU,7,2013,0,in sorge um den verlust von besitztümern auf gleichheit aber auch auf ausgleich bedacht die möglichkeiten von politik und politikern manchmal überschätzend  früher janf j war die linke fortschrittlich  sie wollte die schlechten,zukunftsoptimistisch pragmatisch leistungsorientiert im bewusstsein dass der mensch nicht alles regeln kann und darf,links
389,390,CDU,7,2013,0,in sorge um den verlust von besitztümern auf gleichheit aber auch auf ausgleich bedacht die möglichkeiten von politik und politikern manchmal überschätzend  früher janf j war die linke fortschrittlich  sie wollte die schlechten,zukunftsoptimistisch pragmatisch leistungsorientiert im bewusstsein dass der mensch nicht alles regeln kann und darf,fortschrittlich
