...1,id_new,party_cand,lr_self,year,ost,left_desc,right_desc,right_words
569,570,DIE LINKE,2,2013,0,soziale gerechtigkeit menschenrechte gleichberechtigung von arbeitnehmern gegenüber arbeitgebern im arbeitsleben kostenlose bildung für alle soziale schichten soziale chancengleichheit eintreten für frieden starke bürgerrechte keine unte,vorurteile und hartherzigkeit gegenüber andersartigen menschen das individium gilt weniger das sogenannte volk alles was das volk will wird von führern definiert befürwortung von diktatur intoleranz bevorzugung von reichen und superreiche,volk
569,570,DIE LINKE,2,2013,0,soziale gerechtigkeit menschenrechte gleichberechtigung von arbeitnehmern gegenüber arbeitgebern im arbeitsleben kostenlose bildung für alle soziale schichten soziale chancengleichheit eintreten für frieden starke bürgerrechte keine unte,vorurteile und hartherzigkeit gegenüber andersartigen menschen das individium gilt weniger das sogenannte volk alles was das volk will wird von führern definiert befürwortung von diktatur intoleranz bevorzugung von reichen und superreiche,volk
569,570,DIE LINKE,2,2013,0,soziale gerechtigkeit menschenrechte gleichberechtigung von arbeitnehmern gegenüber arbeitgebern im arbeitsleben kostenlose bildung für alle soziale schichten soziale chancengleichheit eintreten für frieden starke bürgerrechte keine unte,vorurteile und hartherzigkeit gegenüber andersartigen menschen das individium gilt weniger das sogenannte volk alles was das volk will wird von führern definiert befürwortung von diktatur intoleranz bevorzugung von reichen und superreiche,diktatur
569,570,DIE LINKE,2,2013,0,soziale gerechtigkeit menschenrechte gleichberechtigung von arbeitnehmern gegenüber arbeitgebern im arbeitsleben kostenlose bildung für alle soziale schichten soziale chancengleichheit eintreten für frieden starke bürgerrechte keine unte,vorurteile und hartherzigkeit gegenüber andersartigen menschen das individium gilt weniger das sogenannte volk alles was das volk will wird von führern definiert befürwortung von diktatur intoleranz bevorzugung von reichen und superreiche,intoleranz
570,571,PIRATEN,3,2013,0,soziale inhalte,nationale  konservative inhalte,national
570,571,PIRATEN,3,2013,0,soziale inhalte,nationale  konservative inhalte,konservativ
571,572,PIRATEN,5,2013,0,"kommt darauf an wer es nutzt

die linke
 sozial antikapitalistisch gegen großverdiener

spd linker flügel jusos oder für die linke

cdu für jugendliche straftäter und subkulturen solange sie nicht rechts sind

fdp der klassenfeind

pi",synonym für ausländerfeindlich oder feindlich gegenüber menschen mit migrationshintergrund oder anderer religion,ausländerfeindlich
571,572,PIRATEN,5,2013,0,"kommt darauf an wer es nutzt

die linke
 sozial antikapitalistisch gegen großverdiener

spd linker flügel jusos oder für die linke

cdu für jugendliche straftäter und subkulturen solange sie nicht rechts sind

fdp der klassenfeind

pi",synonym für ausländerfeindlich oder feindlich gegenüber menschen mit migrationshintergrund oder anderer religion,mensch
572,573,AfD,8,2013,0,staatliche kontrolle sozialismus überwachung verbote verleumdung der eigenen kultur öffentliche gewalt bestechung political correctness,soziale marktwirtschaft bestehen auf das einhalten von gesetzen bekennen zur eigenen nation benennen von problemen,sozial
572,573,AfD,8,2013,0,staatliche kontrolle sozialismus überwachung verbote verleumdung der eigenen kultur öffentliche gewalt bestechung political correctness,soziale marktwirtschaft bestehen auf das einhalten von gesetzen bekennen zur eigenen nation benennen von problemen,marktwirtschaft
572,573,AfD,8,2013,0,staatliche kontrolle sozialismus überwachung verbote verleumdung der eigenen kultur öffentliche gewalt bestechung political correctness,soziale marktwirtschaft bestehen auf das einhalten von gesetzen bekennen zur eigenen nation benennen von problemen,eigene
572,573,AfD,8,2013,0,staatliche kontrolle sozialismus überwachung verbote verleumdung der eigenen kultur öffentliche gewalt bestechung political correctness,soziale marktwirtschaft bestehen auf das einhalten von gesetzen bekennen zur eigenen nation benennen von problemen,nation
573,574,FDP,7,2013,0,vergemeinschaftung von geld und schulden auf alle planwirtschaft links,völliger solidaritätsverlust für andere planwirtschaft rechts,planwirtschaft
574,575,DIE LINKE,1,2013,0,heutzutage friedenspolitik soziale gerchtigkeit die verschuldeten staaten retten nicht die investierenden banken,anti europa ablehnende ausländerpolitik rassismus ich lasse hier faschismus weg da faschissmuss keine poltzische richtung sondern ein verbrechen ist,europa
574,575,DIE LINKE,1,2013,0,heutzutage friedenspolitik soziale gerchtigkeit die verschuldeten staaten retten nicht die investierenden banken,anti europa ablehnende ausländerpolitik rassismus ich lasse hier faschismus weg da faschissmuss keine poltzische richtung sondern ein verbrechen ist,rassismus
574,575,DIE LINKE,1,2013,0,heutzutage friedenspolitik soziale gerchtigkeit die verschuldeten staaten retten nicht die investierenden banken,anti europa ablehnende ausländerpolitik rassismus ich lasse hier faschismus weg da faschissmuss keine poltzische richtung sondern ein verbrechen ist,faschismus
575,576,FDP,6,2013,0,die linke,afd,AfD
577,578,GRUENE,3,2013,0,sozial ausgewogen,"national
 bank und großkonzernunterstützer",national
578,579,FDP,6,2013,0,ausweitung der staatstätigkeit mit schwerpunkt umverteilung soziale leistungen,ausweitung der staatstätigkeit mit schwerpunkt innere  äußere sicherheit,innere
578,579,FDP,6,2013,0,ausweitung der staatstätigkeit mit schwerpunkt umverteilung soziale leistungen,ausweitung der staatstätigkeit mit schwerpunkt innere  äußere sicherheit,sicherheit
579,580,DIE LINKE,1,2013,0,soziale gerechtigkeit jeder hat ein recht uf arbeit von der er in würde leben kann,umverteilung von arm zu reich ungerechtfertigte bereicherung an der leistung der abhängigen arbeiterinnen,umverteilung
579,580,DIE LINKE,1,2013,0,soziale gerechtigkeit jeder hat ein recht uf arbeit von der er in würde leben kann,umverteilung von arm zu reich ungerechtfertigte bereicherung an der leistung der abhängigen arbeiterinnen,reich
579,580,DIE LINKE,1,2013,0,soziale gerechtigkeit jeder hat ein recht uf arbeit von der er in würde leben kann,umverteilung von arm zu reich ungerechtfertigte bereicherung an der leistung der abhängigen arbeiterinnen,leistung
580,581,AfD,6,2013,0,"weltweit deliberalisierung der wirtschaft  stärkere staatliche kontrolle der wirtschaft versuch der verringerung von einkommens und vermögensunterscheiden


wegen der großen divergenz zw diesen assoziationen halte ich eine anwendung des re","weltweit liberalisierung und privatisierung der wirtschaft tendenz zum minarchismus billigung von daraus erwachsenden einkommens und vermögensunterschieden

speziell im deutschsprachigen raum werden die begriffe m e so aufgefasst versuch",wirtschaft
581,582,AfD,9,2013,0,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher staatsorientiert dh der staat soll mehr für die bürger regeln als sie selbst der staat ist die allumfassende regelnde und versorgende instanz,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher bürgerlich individuell orientiertjeder bürger sorgt erst einmal für sich und seine familie und in letzter instanz kann der staat helfend eingreifen die freihe,politik
581,582,AfD,9,2013,0,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher staatsorientiert dh der staat soll mehr für die bürger regeln als sie selbst der staat ist die allumfassende regelnde und versorgende instanz,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher bürgerlich individuell orientiertjeder bürger sorgt erst einmal für sich und seine familie und in letzter instanz kann der staat helfend eingreifen die freihe,bürgerlich
581,582,AfD,9,2013,0,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher staatsorientiert dh der staat soll mehr für die bürger regeln als sie selbst der staat ist die allumfassende regelnde und versorgende instanz,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher bürgerlich individuell orientiertjeder bürger sorgt erst einmal für sich und seine familie und in letzter instanz kann der staat helfend eingreifen die freihe,bürger
581,582,AfD,9,2013,0,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher staatsorientiert dh der staat soll mehr für die bürger regeln als sie selbst der staat ist die allumfassende regelnde und versorgende instanz,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher bürgerlich individuell orientiertjeder bürger sorgt erst einmal für sich und seine familie und in letzter instanz kann der staat helfend eingreifen die freihe,familie
581,582,AfD,9,2013,0,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher staatsorientiert dh der staat soll mehr für die bürger regeln als sie selbst der staat ist die allumfassende regelnde und versorgende instanz,diese historischen begriffe sind nicht mehr gültig die politik warist dabei eher bürgerlich individuell orientiertjeder bürger sorgt erst einmal für sich und seine familie und in letzter instanz kann der staat helfend eingreifen die freihe,staat
582,583,SPD,3,2013,0,umfairteilung soziale belangegemeinschaftssinn mensch steht im mittelpunkt progressiv kriegsgegner,wirtschaftsfreundlichdem markt unterordnend ausländerfeindlichskeptisch traditionellkonservativ,markt
583,584,SPD,3,2013,0,sozialgerecht familienorientiert bildungschancen für alle mindestlohn flächendeckend,ausgrenzend vergangenheitsorientiert gliedrigesschulsystem prekäre arbeitsverhätnisse,ausgrenzung
584,585,GRUENE,6,2013,0,vorrang des staates starke betonung der sozialpolitik arbeitsnehmerfreundliche politik,konservativ harte linien in der innen und außenpolitik sicherheit hat vorrang vor bürgerlichen freiheiten,konservativ
584,585,GRUENE,6,2013,0,vorrang des staates starke betonung der sozialpolitik arbeitsnehmerfreundliche politik,konservativ harte linien in der innen und außenpolitik sicherheit hat vorrang vor bürgerlichen freiheiten,sicherheit
584,585,GRUENE,6,2013,0,vorrang des staates starke betonung der sozialpolitik arbeitsnehmerfreundliche politik,konservativ harte linien in der innen und außenpolitik sicherheit hat vorrang vor bürgerlichen freiheiten,vorrang
585,586,FDP,6,2013,0,auf die zukunft orientiert verändern wollen soziale fragen stehen im mittelpunkt,konservativ bodenständig das alte bewahrend,konservativ
585,586,FDP,6,2013,0,auf die zukunft orientiert verändern wollen soziale fragen stehen im mittelpunkt,konservativ bodenständig das alte bewahrend,bewahrend
587,588,SPD,4,2013,0,progressiv streben nach werteentwicklung tolleranz weltoffenheit neugier,konservativ verharren im status quo abschottung vor fremden,konservativ
587,588,SPD,4,2013,0,progressiv streben nach werteentwicklung tolleranz weltoffenheit neugier,konservativ verharren im status quo abschottung vor fremden,abschottung
590,591,DIE LINKE,2,2013,0,gerechtigkeit und frieden weltweit,ungerechtigkeit und unfrieden,ungerechtigkeit
591,592,FDP,6,2013,0,gleichmacherei aller hohe steuerlasten hohe sozialausgaben staatswirtschaft einheitsschulen ziel einheitsmenschen,nationale orientierung staatswirtschaft ideologisches staatsmodell homophobie,national
592,593,GRUENE,7,2013,0,erhöhung der abagaben und ein festahlten am fürsorgenden sozialstaat,ein libertäres denken das es zur maxime erhebt dem menschen das zu ermöglichen was er möchte solange er dabei andere nicht über gebühr behindert,mensch
593,594,CDU,5,2013,0,staatliche bevormundung vereinheitlichung aufblähen der verwaltung,ellenbogengesellschaft jeder denkt an sich keine toleranz freiheit für die wirtschaft egal was es kostet,toleranz
593,594,CDU,5,2013,0,staatliche bevormundung vereinheitlichung aufblähen der verwaltung,ellenbogengesellschaft jeder denkt an sich keine toleranz freiheit für die wirtschaft egal was es kostet,freiheit
593,594,CDU,5,2013,0,staatliche bevormundung vereinheitlichung aufblähen der verwaltung,ellenbogengesellschaft jeder denkt an sich keine toleranz freiheit für die wirtschaft egal was es kostet,wirtschaft
594,595,PIRATEN,5,2013,0,sozial und liberal,nationalistisch,nationalistisch
595,596,SPD,4,2013,0,sozialgerecht arbeitnehmerfreundlich ökologisch europäisch gerechte finanzielle beteiligung bei steuerlasten banken haften für ihre misswirtschaft,konservativ kapitalfreundlich nationalistisch arbeitnehmer der lastesel der nation,konservativ
595,596,SPD,4,2013,0,sozialgerecht arbeitnehmerfreundlich ökologisch europäisch gerechte finanzielle beteiligung bei steuerlasten banken haften für ihre misswirtschaft,konservativ kapitalfreundlich nationalistisch arbeitnehmer der lastesel der nation,nationalistisch
595,596,SPD,4,2013,0,sozialgerecht arbeitnehmerfreundlich ökologisch europäisch gerechte finanzielle beteiligung bei steuerlasten banken haften für ihre misswirtschaft,konservativ kapitalfreundlich nationalistisch arbeitnehmer der lastesel der nation,nation
596,597,DIE LINKE,1,2013,0,gerechtigkeit frieden solidarität freiheit,egoismus selbstbezogenheit gleichgültigkeit rache,egoismus
597,598,GRUENE,4,2013,0,humanistisch dem allgemeinwohl verpflichtet,gruppenbezogene menschenfeindlichkeit den interessen der wirtschaftslobbies verpflichtet,menschenfeindlichkeit
597,598,GRUENE,4,2013,0,humanistisch dem allgemeinwohl verpflichtet,gruppenbezogene menschenfeindlichkeit den interessen der wirtschaftslobbies verpflichtet,interessen
598,599,SPD,7,2013,0,wohlfahrtsstaat ausgaben größer einnahmen fokus auf probleme der kleinen leute,wirtschaftsliberal ausländerfeindlich nationalistisch,ausländerfeindlich
598,599,SPD,7,2013,0,wohlfahrtsstaat ausgaben größer einnahmen fokus auf probleme der kleinen leute,wirtschaftsliberal ausländerfeindlich nationalistisch,nationalistisch
599,600,GRUENE,4,2013,0,für sozialen ausgleich,reich bleibt reich,reich
599,600,GRUENE,4,2013,0,für sozialen ausgleich,reich bleibt reich,reich
600,601,DIE LINKE,2,2013,0,freiheit soziale gerechtigkeit freie löhne offene grenzen humanismus friedliche außenpolitik,nationalismus kapitalismus,nationalismus
600,601,DIE LINKE,2,2013,0,freiheit soziale gerechtigkeit freie löhne offene grenzen humanismus friedliche außenpolitik,nationalismus kapitalismus,kapitalismus
601,602,SPD,3,2013,0,toleranz gerechtigkeit solidarität freiheit,konservativismus intoleranz egoismus ungerechtigkeit,konservativismus
601,602,SPD,3,2013,0,toleranz gerechtigkeit solidarität freiheit,konservativismus intoleranz egoismus ungerechtigkeit,intoleranz
601,602,SPD,3,2013,0,toleranz gerechtigkeit solidarität freiheit,konservativismus intoleranz egoismus ungerechtigkeit,egoismus
601,602,SPD,3,2013,0,toleranz gerechtigkeit solidarität freiheit,konservativismus intoleranz egoismus ungerechtigkeit,ungerechtigkeit
603,604,PIRATEN,4,2013,0,soziale gerechtigkeit visionär,konservativ besitzstandwahrend reaktionär,konservativ
603,604,PIRATEN,4,2013,0,soziale gerechtigkeit visionär,konservativ besitzstandwahrend reaktionär,reaktionär
604,605,DIE LINKE,3,2013,0,soziale gerechtigkeit steuergerechtigkeit chancengleichheit,ausländerfeindlichkeit intoleranz rassismus,ausländerfeindlichkeit
604,605,DIE LINKE,3,2013,0,soziale gerechtigkeit steuergerechtigkeit chancengleichheit,ausländerfeindlichkeit intoleranz rassismus,intoleranz
604,605,DIE LINKE,3,2013,0,soziale gerechtigkeit steuergerechtigkeit chancengleichheit,ausländerfeindlichkeit intoleranz rassismus,rassismus
605,606,FDP,6,2013,0,umverteilungswahnsinn und falsch verstandene soziale gerechtigkeit,nationalismus ausländerfeindlichkeit schlechte bildung,nationalismus
605,606,FDP,6,2013,0,umverteilungswahnsinn und falsch verstandene soziale gerechtigkeit,nationalismus ausländerfeindlichkeit schlechte bildung,ausländerfeindlichkeit
605,606,FDP,6,2013,0,umverteilungswahnsinn und falsch verstandene soziale gerechtigkeit,nationalismus ausländerfeindlichkeit schlechte bildung,bildung
606,607,CDU,7,2013,0,sozialistische schon nah kommunistisch,freie demokratie,freie
606,607,CDU,7,2013,0,sozialistische schon nah kommunistisch,freie demokratie,demokratie
607,608,SPD,2,2013,0,innovativ gerecht vorwärtsblickend,konservativ engstirnig ängstlich,konservativ
608,609,FDP,6,2013,0,sozialistische orientierung,wirtschaftsorientiert,wirtschaftsorientiert
609,610,GRUENE,5,2013,0,gerechte einkommensverteilung,wirtschaft über alles lobbyismus,wirtschaft
609,610,GRUENE,5,2013,0,gerechte einkommensverteilung,wirtschaft über alles lobbyismus,lobbyismus
611,612,SPD,4,2013,0,sozialer ausgleich starker staat gesellschaftliche solidarität,nationalismus schlanker staat individualistische gesellschaft,nationalismus
611,612,SPD,4,2013,0,sozialer ausgleich starker staat gesellschaftliche solidarität,nationalismus schlanker staat individualistische gesellschaft,staat
611,612,SPD,4,2013,0,sozialer ausgleich starker staat gesellschaftliche solidarität,nationalismus schlanker staat individualistische gesellschaft,gesellschaft
612,613,SPD,3,2013,0,solidarität führt zu mehr gemeinwohl fremdes bedeutet eine chance,der stärkere setzt sich durch fremdes bedeutet gefahr,stärkere
613,614,GRUENE,3,2013,0,visionär zukunftsorientiert sozial gerecht tolerant gegenüber ausländern homosexuellen etc,patriotisch nationalistisch ausländern gegenüber eher ablehnend sozialschwachen gegenüber eher ablehnend,patriotisch
613,614,GRUENE,3,2013,0,visionär zukunftsorientiert sozial gerecht tolerant gegenüber ausländern homosexuellen etc,patriotisch nationalistisch ausländern gegenüber eher ablehnend sozialschwachen gegenüber eher ablehnend,nationalistisch
614,615,FDP,7,2013,0,allvater staat solls richten,stur konservativ,konservativ
615,616,SPD,1,2013,0,praktisch denkend gefühle oft mehr bauch als kopf bürgernah,konservativ aber strukturiert gefühle kopf bürgernah mit distanz,konservativ
616,617,CDU,8,2013,0,umverteilung weltverbesserer faulenzer,ausländerfeindlich leistung arbeiten,ausländerfeindlich
616,617,CDU,8,2013,0,umverteilung weltverbesserer faulenzer,ausländerfeindlich leistung arbeiten,leistung
617,618,SPD,4,2013,0,soziale gerechtigkeit gleichberechtigung multikulturelle gesellschaft,bürgerlichkeit neue mitte,mitte
618,619,PIRATEN,3,2013,0,sozial,konservativ,konservativ
619,620,SPD,4,2013,0,mitbestimmung sozial bürgerentscheid abrüsten,wirtschaft um jeden preis nationales denken unsozial,wirtschaft
619,620,SPD,4,2013,0,mitbestimmung sozial bürgerentscheid abrüsten,wirtschaft um jeden preis nationales denken unsozial,unsozial
620,621,PIRATEN,4,2013,0,"sozial
mensch im mittelpunkt
freiheit","konservativ
wirtschaft im mittelpunkt
überwachung",konservativ
620,621,PIRATEN,4,2013,0,"sozial
mensch im mittelpunkt
freiheit","konservativ
wirtschaft im mittelpunkt
überwachung",wirtschaft
620,621,PIRATEN,4,2013,0,"sozial
mensch im mittelpunkt
freiheit","konservativ
wirtschaft im mittelpunkt
überwachung",mittelpunkt
620,621,PIRATEN,4,2013,0,"sozial
mensch im mittelpunkt
freiheit","konservativ
wirtschaft im mittelpunkt
überwachung",überwachung
622,623,SPD,2,2013,0,soziale gerechtigkeit,ausgrenzung,ausgrenzung
623,624,SPD,5,2013,0,umweltpolit engagement geschlechter und generationengerechtigkeit,konservatives familienbild homosexuellenfeindliche politik,konservativ
623,624,SPD,5,2013,0,umweltpolit engagement geschlechter und generationengerechtigkeit,konservatives familienbild homosexuellenfeindliche politik,politik
624,625,DIE LINKE,1,2013,0,soziale gerechtigkeit direkte demokratie nachhaltigkeit,turbokapitalismus ausbeutung zerstörung der lebensgrundlagen,ausbeutung
624,625,DIE LINKE,1,2013,0,soziale gerechtigkeit direkte demokratie nachhaltigkeit,turbokapitalismus ausbeutung zerstörung der lebensgrundlagen,zerstörung
625,626,SPD,3,2013,0,repräsentiert die breite masse der bevölerung,repräsentiert menschen die aufgrund ihrer einkommensverhältnisse sorgenfrei leben können teilweise kritische haltung gegenüber ausländern,mensch
625,626,SPD,3,2013,0,repräsentiert die breite masse der bevölerung,repräsentiert menschen die aufgrund ihrer einkommensverhältnisse sorgenfrei leben können teilweise kritische haltung gegenüber ausländern,leben
625,626,SPD,3,2013,0,repräsentiert die breite masse der bevölerung,repräsentiert menschen die aufgrund ihrer einkommensverhältnisse sorgenfrei leben können teilweise kritische haltung gegenüber ausländern,haltung
626,627,AfD,9,2013,0,"heuchlerisch
verantwortungslos
radikal","national
engstirnig
radikal",national
626,627,AfD,9,2013,0,"heuchlerisch
verantwortungslos
radikal","national
engstirnig
radikal",radikal
627,628,AfD,6,2013,0,umverteilung homoehe starker sozialstaat,energieverantwortung ablehnung der homoehe starker staat bei innerer sicherheit,ablehnung
627,628,AfD,6,2013,0,umverteilung homoehe starker sozialstaat,energieverantwortung ablehnung der homoehe starker staat bei innerer sicherheit,stark
627,628,AfD,6,2013,0,umverteilung homoehe starker sozialstaat,energieverantwortung ablehnung der homoehe starker staat bei innerer sicherheit,staat
627,628,AfD,6,2013,0,umverteilung homoehe starker sozialstaat,energieverantwortung ablehnung der homoehe starker staat bei innerer sicherheit,sicherheit
629,630,FDP,7,2013,0,sozial vergesellschaftung von  allem risiko einkommen eigentum  gleichmacherei neid verantwortung nehmen,bewahrend von einer warte der verantwortung aus verantwortung lassen anerkennung von unterschieden individuum hat vorrang regelbewußt bekenntnis zu allgemeinen gesetzen,bewahrend
629,630,FDP,7,2013,0,sozial vergesellschaftung von  allem risiko einkommen eigentum  gleichmacherei neid verantwortung nehmen,bewahrend von einer warte der verantwortung aus verantwortung lassen anerkennung von unterschieden individuum hat vorrang regelbewußt bekenntnis zu allgemeinen gesetzen,verantwortung
629,630,FDP,7,2013,0,sozial vergesellschaftung von  allem risiko einkommen eigentum  gleichmacherei neid verantwortung nehmen,bewahrend von einer warte der verantwortung aus verantwortung lassen anerkennung von unterschieden individuum hat vorrang regelbewußt bekenntnis zu allgemeinen gesetzen,verantwortung
629,630,FDP,7,2013,0,sozial vergesellschaftung von  allem risiko einkommen eigentum  gleichmacherei neid verantwortung nehmen,bewahrend von einer warte der verantwortung aus verantwortung lassen anerkennung von unterschieden individuum hat vorrang regelbewußt bekenntnis zu allgemeinen gesetzen,individuum
629,630,FDP,7,2013,0,sozial vergesellschaftung von  allem risiko einkommen eigentum  gleichmacherei neid verantwortung nehmen,bewahrend von einer warte der verantwortung aus verantwortung lassen anerkennung von unterschieden individuum hat vorrang regelbewußt bekenntnis zu allgemeinen gesetzen,vorrang
630,631,FDP,6,2013,0,ziel soziale umverteilung,abschottung deutschlands nach außen,abschottung
631,632,PIRATEN,NA,2013,0,umverteilung von oben nach unten reichtum verhindern bankenregulierung klassenkampf,nationalstaatliche gesellschaftliche abschottung europafeindlich fremdenfeindlich abschaffung der demokratie,gesellschaftliche
631,632,PIRATEN,NA,2013,0,umverteilung von oben nach unten reichtum verhindern bankenregulierung klassenkampf,nationalstaatliche gesellschaftliche abschottung europafeindlich fremdenfeindlich abschaffung der demokratie,abschottung
631,632,PIRATEN,NA,2013,0,umverteilung von oben nach unten reichtum verhindern bankenregulierung klassenkampf,nationalstaatliche gesellschaftliche abschottung europafeindlich fremdenfeindlich abschaffung der demokratie,fremdenfeindlich
631,632,PIRATEN,NA,2013,0,umverteilung von oben nach unten reichtum verhindern bankenregulierung klassenkampf,nationalstaatliche gesellschaftliche abschottung europafeindlich fremdenfeindlich abschaffung der demokratie,demokratie
632,633,AfD,8,2013,0,bevorzugung staatlicher einflußnahme auf das leben der menschen wenig eigenverantwortung wenig freiheit wenig individualismus zuviel egalitarismus,totschlagargument gegen alles was dem politischen bzw medialen eher linkslastigen mainstream widerspricht im positiven sinne für ein bürgerlichkonservatives wertesystem,politisch
632,633,AfD,8,2013,0,bevorzugung staatlicher einflußnahme auf das leben der menschen wenig eigenverantwortung wenig freiheit wenig individualismus zuviel egalitarismus,totschlagargument gegen alles was dem politischen bzw medialen eher linkslastigen mainstream widerspricht im positiven sinne für ein bürgerlichkonservatives wertesystem,sinne
634,635,SPD,3,2013,0,das leben frei und solidarisch organisieren,der stärkere hat recht,stärkere
634,635,SPD,3,2013,0,das leben frei und solidarisch organisieren,der stärkere hat recht,recht
635,636,DIE LINKE,2,2013,0,sozial antikapitalistisch gegen krieg,kapitalistisch konservativ national,konservativ
635,636,DIE LINKE,2,2013,0,sozial antikapitalistisch gegen krieg,kapitalistisch konservativ national,national
636,637,DIE LINKE,1,2013,0,kommunistische und anarchistische alternativen solidarische gesellschaftsstrukturen und ein offenen menschenbild gewaltfreiheit,faschismus autoritäre sozialselektive machtstrukturen wirtschaftsimperialismus  und kapitalistischen machterhalt menschenverachtung und gewaltherrschaft,faschismus
637,638,GRUENE,3,2013,0,"soziale gerechtigkeit chancengleichheit
tolerante gesellschaft
regeln für wirtschaftliche tätigkeit ökologisch sozial
internationalismus","intoleranz
nationalismus
laissezfaire in der wirtschaft",intoleranz
637,638,GRUENE,3,2013,0,"soziale gerechtigkeit chancengleichheit
tolerante gesellschaft
regeln für wirtschaftliche tätigkeit ökologisch sozial
internationalismus","intoleranz
nationalismus
laissezfaire in der wirtschaft",nationalismus
637,638,GRUENE,3,2013,0,"soziale gerechtigkeit chancengleichheit
tolerante gesellschaft
regeln für wirtschaftliche tätigkeit ökologisch sozial
internationalismus","intoleranz
nationalismus
laissezfaire in der wirtschaft",wirtschaft
638,639,PIRATEN,4,2013,0,"gleichheit
 gerechtigkeit
 umverteilung","nationalismus
 egoismus
 fremdenfeindlichkeit",nationalismus
638,639,PIRATEN,4,2013,0,"gleichheit
 gerechtigkeit
 umverteilung","nationalismus
 egoismus
 fremdenfeindlichkeit",egoismus
638,639,PIRATEN,4,2013,0,"gleichheit
 gerechtigkeit
 umverteilung","nationalismus
 egoismus
 fremdenfeindlichkeit",fremdenfeindlichkeit
639,640,DIE LINKE,3,2013,0,auf umverteilung von oben nach unten ausgerichtete politik,intolerante minderheitenfeindliche politik ausländerfeindlichkeit,politik
639,640,DIE LINKE,3,2013,0,auf umverteilung von oben nach unten ausgerichtete politik,intolerante minderheitenfeindliche politik ausländerfeindlichkeit,ausländerfeindlichkeit
640,641,CDU,5,2013,0,sozialstaat viele soziale leistungen pazifismus ökologie,ausländerfeindlichkeit überwachung elitenbildung,ausländerfeindlichkeit
640,641,CDU,5,2013,0,sozialstaat viele soziale leistungen pazifismus ökologie,ausländerfeindlichkeit überwachung elitenbildung,überwachung
641,642,PIRATEN,NA,2013,0,für sozialistische denkweise,für mindestens stark nationalistische denkweise,stark
642,643,FDP,6,2013,0,sozialorientierte politik,wirtschaftsorientierte politik,politik
643,644,PIRATEN,1,2013,0,umverteilung reicharm stärkung arbeitnehmerrechte solidarität internationale hilfe,abschottung zum ausland förderung von eliten nationalismus überwachung der bürger,abschottung
643,644,PIRATEN,1,2013,0,umverteilung reicharm stärkung arbeitnehmerrechte solidarität internationale hilfe,abschottung zum ausland förderung von eliten nationalismus überwachung der bürger,nationalismus
643,644,PIRATEN,1,2013,0,umverteilung reicharm stärkung arbeitnehmerrechte solidarität internationale hilfe,abschottung zum ausland förderung von eliten nationalismus überwachung der bürger,überwachung
643,644,PIRATEN,1,2013,0,umverteilung reicharm stärkung arbeitnehmerrechte solidarität internationale hilfe,abschottung zum ausland förderung von eliten nationalismus überwachung der bürger,bürger
644,645,PIRATEN,6,2013,0,enteignung ideologie diffamierung schubladendenken,nationalsozialismus menschen über herkunft definieren nicht zukunftsdenkend,mensch
645,646,FDP,6,2013,0,umverteilung staatsgläubigkeit kollektivismus internationalität,marktwirtschaft familie tradition nationales,marktwirtschaft
645,646,FDP,6,2013,0,umverteilung staatsgläubigkeit kollektivismus internationalität,marktwirtschaft familie tradition nationales,familie
645,646,FDP,6,2013,0,umverteilung staatsgläubigkeit kollektivismus internationalität,marktwirtschaft familie tradition nationales,tradition
646,647,SPD,NA,2013,0,soziale gerechtigkeit menschenrechte vor wirtschaft faire entlohnung teilhabe chancengleichheit,wirtschaft vor allgemeinheit abschottung gesellschaftsbild von gestern aufstiegschancen für menschen mit einkommen  nicht lesbar,wirtschaft
646,647,SPD,NA,2013,0,soziale gerechtigkeit menschenrechte vor wirtschaft faire entlohnung teilhabe chancengleichheit,wirtschaft vor allgemeinheit abschottung gesellschaftsbild von gestern aufstiegschancen für menschen mit einkommen  nicht lesbar,abschottung
646,647,SPD,NA,2013,0,soziale gerechtigkeit menschenrechte vor wirtschaft faire entlohnung teilhabe chancengleichheit,wirtschaft vor allgemeinheit abschottung gesellschaftsbild von gestern aufstiegschancen für menschen mit einkommen  nicht lesbar,mensch
647,648,FDP,6,2013,0,umverteilung staatsgläubigkeit planwirtschaft bevormundung gleichheit,nationalismus intoleranz ausländerfeindlichkeit rückwärts gewandt,nationalismus
647,648,FDP,6,2013,0,umverteilung staatsgläubigkeit planwirtschaft bevormundung gleichheit,nationalismus intoleranz ausländerfeindlichkeit rückwärts gewandt,intoleranz
647,648,FDP,6,2013,0,umverteilung staatsgläubigkeit planwirtschaft bevormundung gleichheit,nationalismus intoleranz ausländerfeindlichkeit rückwärts gewandt,ausländerfeindlichkeit
